Row ID,Order ID,Order Date,Ship Date,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1417,US-2023-100697,"December 08, 2023",12/12/2023,Zoe Garcia,Consumer,South,Office Supplies,Supplies,Stanley Hole Punch Classic,78.74,3.0,0.2,32.37
1418,US-2021-102590,04-Sep-2021,2021-09-08,Ethan Martinez,Consumer,Central,Furniture,Chairs,Harbour Creations Chair Classic,1028.41,4.0,0.0,331.45
1419,US-2023-102064,09/06/2023,15-Jun-2023,Omar Kumar,Consumer,Central,Office Supplies,Binders,Wilson Jones Binder Deluxe,9.76,2.0,0.7,-3.02
1420,US-2022-100502,06/25/2022,30/06/2022,Ravi Nair,Consumer,South,Technology,Accessories,SanDisk USB Drive Deluxe,37.3,1.0,0.1,16.02
1421,US-2022-101379,"January 29, 2022",01/30/2022,Kenji Garcia,Home Office,South,Furniture,Furnishings,Eldon Desk Lamp Value,116.19,5.0,0.1,43.07
1422,US-2022-100709,12/02/2022,19-Feb-2022,Ethan Patel,Consumer,Central,Furniture,Furnishings,Fellowes Wall Clock Pro,186.19,3.0,0.0,77.21
1423,US-2022-100103,2022-08-06,"August 10, 2022",Priya Nair,Consumer,Central,Office Supplies,Fasteners,Bostitch Staples Deluxe,7.63,1.0,0.1,5.3
1424,US-2021-101386,08/17/2021,20/08/2021,Ananya Smith,Home Office,South,Office Supplies,Paper,Boise Copy Paper Classic,25.48,2.0,0.0,16.09
1425,US-2023-100550,24-Jul-2023,2023-07-25,Arjun Lee,Corporate,West,Office Supplies,Binders,Acco Binder Classic,8.17,1.0,0.0,4.94
1426,US-2022-102403,01/31/2022,04/02/2022,Amit Johnson,Corporate,West,Technology,Machines,Lexmark Printer Classic,300.33,1.0,0.3,-28.58
1427,US-2024-100030,2024-03-15,"March 22, 2024",Kavya Nair,Consumer,South,Technology,Machines,Lexmark Printer Classic,658.79,1.0,0.0,147.67
1428,US-2022-100752,2022-10-25,"November 01, 2022",Yusuf King,Consumer,West,Office Supplies,Storage,SAFCO Storage Bin Deluxe,252.69,4.0,0.0,103.68
1429,US-2022-100655,07/20/2022,26/07/2022,Nina Lee,Consumer,Central,Office Supplies,Labels,Sharpie Label Tape Classic,15.4,2.0,0.0,10.24
1430,US-2024-101570,"February 10, 2024",02/16/2024,Noah Anderson,Consumer,East,Office Supplies,Envelopes,Poly String Envelope Pro,13.41,1.0,0.1,7.96
1431,US-2024-101296,14-Sep-2024,2024-09-18,Noah Smith,Consumer,East,Office Supplies,Labels,Avery Label Set Pro,17.91,2.0,0.3,9.36
1432,US-2021-102877,11/19/2021,22/11/2021,Ananya Smith,Corporate,East,Office Supplies,Fasteners,ACCO Fasteners Standard,50.34,6.0,0.2,31.96
1433,US-2021-101419,"August 20, 2021",08/25/2021,Kavya Clark,Consumer,West,Furniture,Tables,Bretford Conference Table Standard,201.92,1.0,0.4,-48.69
1434,US-2024-100616,2024-01-09,"January 10, 2024",Noah Wilson,Consumer,South,Office Supplies,Appliances,Avanti Refrigerator Standard,185.59,1.0,0.0,74.75
1435,US-2022-101447,2022-08-18,"August 23, 2022",Sofia Garcia,Corporate,East,Office Supplies,Fasteners,ACCO Fasteners Standard,5.12,1.0,0.2,3.31
1436,US-2021-102374,2021-04-19,"April 24, 2021",Isabella Brown,Corporate,Central,Furniture,Furnishings,Fellowes Wall Clock Pro,117.07,4.0,0.0,55.28
1437,US-2023-101734,"June 24, 2023",06/28/2023,Priya Wilson,Corporate,East,Office Supplies,Appliances,Avanti Refrigerator Classic,129.41,1.0,0.0,49.71
1438,US-2022-100164,"March 30, 2022",04/01/2022,Daniel Johnson,Consumer,Central,Furniture,Tables,Chromcraft Round Table Standard,445.84,2.0,0.3,-31.38
1439,US-2024-101335,19-Sep-2024,2024-09-22,Zoe Johnson,Consumer,South,Office Supplies,Paper,Xerox Multipurpose Paper Deluxe,48.14,5.0,0.15,28.08
1440,US-2023-102739,01/06/2023,13/01/2023,Chloe Davis,Consumer,South,Office Supplies,Labels,Sharpie Label Tape Standard,18.74,3.0,0.0,11.92
1441,US-2022-102772,"March 25, 2022",03/29/2022,Amit Garcia,Home Office,West,Office Supplies,Binders,Wilson Jones Binder Classic,16.82,1.0,0.0,9.96
1442,US-2023-101800,28-Mar-2023,2023-04-03,Kenji Kumar,Corporate,East,Technology,Accessories,SanDisk USB Drive Standard,74.27,4.0,0.7,-45.79
1443,US-2023-101028,2023-02-27,"March 01, 2023",Olivia Martinez,Corporate,Central,Furniture,Bookcases,O'Sullivan Bookcase Deluxe,219.49,1.0,0.0,64.5
1444,US-2021-101273,"June 13, 2021",06/14/2021,Chloe Lee,Corporate,South,Office Supplies,Art,Newell Scissors Classic,74.66,6.0,0.1,41.19
1445,US-2024-100985,12-Oct-2024,2024-10-16,Priya Patel,Corporate,West,Furniture,Furnishings,Tenex Chairmat Value,53.22,1.0,0.0,23.36
1446,US-2024-103285,2024-03-18,"March 23, 2024",Arjun Rodriguez,Consumer,Central,Office Supplies,Supplies,Stanley Hole Punch Pro,18.12,1.0,0.0,10.06
1447,US-2023-101093,04-May-2023,2023-05-08,Zoe Martinez,Consumer,West,Office Supplies,Fasteners,ACCO Fasteners Value,30.46,4.0,0.0,20.57
1448,US-2024-101571,2024-03-06,"March 10, 2024",Kenji Rodriguez,Corporate,East,Office Supplies,Art,Newell Scissors Deluxe,13.72,1.0,0.15,7.3
1449,US-2024-101181,"June 18, 2024",06/22/2024,Nina Clark,Consumer,Central,Office Supplies,Paper,Boise Copy Paper Value,8.71,1.0,0.15,5.31
1450,US-2024-102897,03/20/2024,24/03/2024,Ananya Brown,Consumer,West,Office Supplies,Paper,Xerox Multipurpose Paper Deluxe,16.56,1.0,0.0,11.16
1451,US-2024-102743,02/12/2024,06-Dec-2024,,Corporate,Central,Office Supplies,Storage,Fellowes File Cart Classic,128.48,1.0,0.1,46.02
1452,US-2024-102047,04/08/2024,10/04/2024,Grace Rodriguez, CONSUMER ,West,Office Supplies,Labels,Avery Label Set Value,29.65,4.0,0.0,19.84
1453,US-2022-101692,2022-12-13,"December 14, 2022",Hannah Lee,Consumer,West,Furniture,Chairs,Global Deluxe Chair Classic,516.64,2.0,0.0,163.17
1454,US-2021-100926,"December 25, 2021",12/30/2021,Grace Young,Corporate,South,Office Supplies,Appliances,Avanti Refrigerator Deluxe,5.4,2.0,0.1,1.83
1455,US-2024-101253,09/22/2024,26/09/2024,Sofia Kumar,Corporate,East,Furniture,Bookcases,Bush Classic Bookcase Value,989.51,3.0,0.1,211.92
1456,US-2021-103074,01/29/2021,04/02/2021,Arjun Brown,Corporate,West,Office Supplies,Binders,GBC Binding System Standard,41.13,3.0,0.0,24.1
1457,US-2023-100148,14-Sep-2023,2023-09-15,Omar Anderson,Corporate,South,Office Supplies,Art,Prismacolor Pencils Pro,32.64,2.0,0.0,19.16
1458,US-2023-100293,26-May-2023,2023-05-29,Lucas Thomas,Home Office,West,Office Supplies,Binders,Acco Binder Classic,16.42,1.0,0.3,6.91
1459,US-2024-100933,28/11/2024,03-Dec-2024,Liam Nair,Consumer,East,Office Supplies,Storage,SAFCO Storage Bin Classic,124.02,1.0,0.0,49.26
1460,US-2021-100056,25/08/2021,28-Aug-2021,Ravi King,Consumer,East,Technology,Machines,Lexmark Printer Standard,582.96,2.0,0.5,-380.68
1461,US-2024-100440,15/01/2024,18-Jan-2024,Chloe Smith,Corporate,Central,Furniture,Tables,Bretford Conference Table Classic,447.18,1.0,0.1,78.76
1462,US-2023-101021,23-Sep-2023,2023-09-26,Omar Smith,Consumer,East,Office Supplies,Labels,Avery Label Set Classic,29.67,3.0,0.2,18.0
1463,US-2022-101145,18/10/2022,21-Oct-2022,Liam Clark,Corporate,South,Technology,Machines,Zebra Label Printer Value,846.43,1.0,0.0,177.43
1464,US-2024-101122,12/28/2024,01/01/2025,Isabella Clark,Consumer,East,Office Supplies,Appliances,Hoover Vacuum Standard,79.33,1.0,0.0,28.35
1465,US-2023-102082,16/09/2023,18-Sep-2023,Mia Garcia,Home Office,Central,Technology,Accessories,Belkin Cable Value,91.57,2.0,0.0,46.77
1466,US-2024-100972,2024-12-24,"December 30, 2024",Olivia Smith,Consumer,South,Furniture,Bookcases,Sauder Bookcase Deluxe,246.5,1.0,0.0,71.56
1467,US-2023-101251,"June 29, 2023",07/06/2023,Maria Wright,Consumer,Central,Office Supplies,Paper,Xerox Multipurpose Paper Standard,3.18,1.0,0.7,-0.47
1468,US-2021-100690,01-Aug-2021,2021-08-08,Arjun Wright,Consumer,Central,Office Supplies,Binders,Acco Binder Classic,18.18,2.0,0.15,8.91
1469,US-2024-100746,29/08/2024,01-Sep-2024,Amit Wright,Corporate,East,Furniture,Bookcases,O'Sullivan Bookcase Classic,557.92,2.0,0.1,132.94
1470,US-2024-101331,24-Nov-2024,2024-11-27,Sofia Smith,Corporate,South,Furniture,Furnishings,Tenex Chairmat Standard,12.95,3.0,0.7,-11.23
1471,US-2021-102767,04/21/2021,28/04/2021,Sofia Young,Corporate,West,Technology,Machines,Zebra Label Printer Deluxe,965.29,1.0,0.3,-140.02
1472,US-2022-100854,27-Aug-2022,2022-09-01,Olivia Kumar,Corporate,West,Office Supplies,Storage,IRIS Storage Box Value,107.28,1.0,0.1,37.84
1473,US-2022-100212,02/13/2022,19/02/2022,Omar Wright,Consumer,Central,Office Supplies,Binders,GBC Binding System Standard,26.99,3.0,0.1,15.18
1474,US-2024-101576,04-Oct-2024,2024-10-10,James Rodriguez,Consumer,South,Furniture,Furnishings,Eldon Desk Lamp Standard,283.66,5.0,0.2,86.19
1475,US-2021-103139,11/09/2021,12/11/2021,Amit Garcia,Consumer,South,Office Supplies,Envelopes,Poly String Envelope Value,27.27,2.0,0.0,17.24
1476,US-2024-102626,12/02/2024,15-Feb-2024,Omar Lee,Consumer,West,Office Supplies,Paper,HP Premium Paper Pro,14.21,1.0,0.0,9.04
1477,US-2024-101930,03/06/2024,08-Jun-2024,Ethan Garcia,Corporate,East,Office Supplies,Envelopes,Poly String Envelope Classic,13.15,1.0,0.1,7.53
1478,US-2021-100567,08/08/2021,14-Aug-2021,Arjun Wright,Home Office,East,Furniture,Chairs,Hon Task Chair Standard,540.76,3.0,0.0,182.19
1479,US-2024-101640,"August 30, 2024",09/02/2024,Omar Wright,Consumer,South,Office Supplies,Storage,Fellowes File Cart Pro,158.91,2.0,0.0,68.74
1480,US-2021-100013,16/05/2021,23-May-2021,Noah King,Consumer,Central,Office Supplies,Labels,Avery Label Set Classic,5.76,1.0,0.2,3.58
1481,US-2023-100132,20/04/2023,23-Apr-2023,Amit Garcia,Consumer,Central,Office Supplies,Appliances,Honeywell Fan Pro,143.5,3.0,0.6,-71.47
1482,US-2022-100397,"May 01, 2022",05/04/2022,Noah King,Home Office,West,Technology,Accessories,Belkin Cable Value,41.86,2.0,0.7,-28.86
1483,US-2023-100124,"August 26, 2023",08/28/2023,Emma Rodriguez,Corporate,East,Office Supplies,Supplies,Stanley Hole Punch Classic,166.39,6.0,0.0,95.47
1484,US-2024-102821,16/11/2024,20-Nov-2024,Hannah Davis,Corporate,Central,Office Supplies,Labels,Avery Label Set Deluxe,25.46,3.0,0.0,18.1
1485,US-2023-103025,2023-08-06,"August 10, 2023",Carlos Young,Consumer,West,Furniture,Bookcases,Sauder Bookcase Pro,2114.93,6.0,0.0,602.02
1486,US-2022-101538,07/13/2022,16/07/2022,Chloe Patel,Corporate,South,Office Supplies,Art,Newell Scissors Pro,104.47,5.0,0.0,66.76
1487,US-2021-103075,09-Aug-2021,2021-08-13,Mia Wright,Home Office,East,Furniture,Bookcases,Sauder Bookcase Deluxe,1739.52,5.0,0.0,486.7
1488,US-2022-102483,05-Dec-2022,2022-12-10,Lucas Wright,Consumer,West,Office Supplies,Labels,Avery Label Set Deluxe,7.07,1.0,0.3,3.7
1489,US-2024-100344,2024-03-04,"March 07, 2024",Amit Patel,Corporate,South,Furniture,Furnishings,Tenex Chairmat Standard,101.97,2.0,0.0,44.96
1490,US-2024-102110,06/03/2024,10-Mar-2024,Laura Wilson,Home Office,West,Furniture,Chairs,Harbour Creations Chair Standard,242.81,2.0,0.5,
1491,US-2023-102662,01/11/2023,03-Nov-2023,Olivia Walker,Consumer,East,Technology,Machines,Lexmark Printer Pro,437.28,2.0,0.5,-269.12
1492,US-2022-101702,10/09/2022,17-Sep-2022,James Davis,Corporate,Central,Technology,Phones,Samsung Galaxy Dock Classic,298.05,1.0,0.3,-1.24
1493,US-2022-100462,08-Jul-2022,2022-07-12,Sofia Smith,Consumer,East,Technology,Accessories,Belkin Cable Deluxe,,4.0,0.1,72.73
1494,US-2024-103287,"December 17, 2024",12/24/2024,Arjun Chen,Corporate,West,Furniture,Tables,Bretford Conference Table Value,1315.6,4.0,0.0,348.12
1495,US-2024-100610,"October 07, 2024",10/10/2024,Wei Wilson,Home Office,East,Technology,Phones,Apple iPhone Accessory Value,142.78,1.0,0.1,30.98
1496,US-2021-101433,03/05/2021,06-May-2021,Laura Johnson,Consumer,Central,Office Supplies,Binders,Wilson Jones Binder Deluxe,60.67,5.0,0.1,32.99
1497,US-2024-101716,2024-02-11,"February 16, 2024",Amit Chen,Consumer,Central,Office Supplies,Art,Newell Scissors Standard,9.91,1.0,0.4,3.0
1498,US-2022-100883,01/24/2022,28/01/2022,Liam Johnson,Consumer,Central,Office Supplies,Paper,Xerox Multipurpose Paper Value,33.78,5.0,0.3,18.75
1499,US-2022-100960,22-Jul-2022,2022-07-26,Priya Chen,Consumer,Central,Office Supplies,Labels,Sharpie Label Tape Value,10.06,1.0,0.0,6.19
1500,US-2021-102563,2021-07-25,"July 29, 2021",Ethan Lee,Home Office,South,Furniture,Chairs,Global Deluxe Chair Value,163.62,1.0,0.0,48.85
1501,US-2024-100972,24-Dec-2024,2024-12-30,Olivia Smith,Consumer,South,Office Supplies,Envelopes,Poly String Envelope Deluxe,18.07,5.0,0.7,-3.62
1502,US-2022-101109,07-Oct-2022,2022-10-12,Ravi Kumar,Consumer,East,Office Supplies,Storage,IRIS Storage Box Value,259.63,2.0,0.0,114.71
1503,US-2022-101799,07/17/2022,22/07/2022,Carlos Kumar,Consumer,South,Office Supplies,Envelopes,Poly String Envelope Value,17.47,1.0,0.0,11.04
1504,US-2022-101537,11/03/2022,14-Mar-2022,Liam Lee,Home Office,Central,Office Supplies,Labels,Avery Label Set Classic,9.58,1.0,0.1,6.39
1505,US-2023-100300,23-Aug-2023,2023-08-29,Nina Young,Consumer,South,Technology,Machines,Cubify 3D Printer Value,874.4,1.0,0.0,179.7
1506,US-2022-101696,24-Sep-2022,2022-09-30,Ethan Clark,Corporate,Central,Office Supplies,Paper,Boise Copy Paper Deluxe,53.47,,0.15,31.53
1507,US-2021-101955,23-Feb-2021,2021-02-26,Priya Davis,Consumer,West,Technology,Copiers,Canon imageCLASS Copier Deluxe,1225.62,1.0,0.0,233.97
1508,US-2023-101460,03/07/2023,11/03/2023,Amit Rodriguez,Consumer,Central,Technology,Copiers,Hewlett Packard Copier Standard,877.64,2.0,0.1,102.22
1509,US-2024-100123,19-Aug-2024,2024-08-22,Zoe Garcia,Corporate,Central,Technology,Accessories,SanDisk USB Drive Classic,41.24,1.0,0.0,20.28
1510,US-2023-101712,2023-12-08,"December 12, 2023",Carlos King,Consumer,East,Office Supplies,Labels,Avery Label Set Standard,33.85,3.0,0.0,21.27
1511,US-2022-103038,09/06/2022,10/09/2022,Noah Rodriguez,Consumer,Central,Office Supplies,Paper,HP Premium Paper Standard,24.17,2.0,0.0,16.38
1512,US-2021-101358,"December 12, 2021",12/19/2021,Yusuf Walker,Home Office,Central,Furniture,Chairs,Hon Task Chair Standard,1048.74,4.0,0.0,336.98
1513,US-2024-102472,"March 22, 2024",03/27/2024,Kenji Clark,Home Office,West,Technology,Machines,Lexmark Printer Value,1753.0,2.0,0.0,350.24
1514,US-2024-101939,09/29/2024,03/10/2024,Ravi Johnson,Home Office,South,Furniture,Bookcases,Sauder Bookcase Deluxe,335.94,5.0,0.8,-861.24
1515,US-2021-101614,23/09/2021,27-Sep-2021,Arjun Johnson,Home Office,East,Office Supplies,Appliances,Hoover Vacuum Classic,178.46,1.0,0.1,67.8
1516,US-2022-100628,10-Mar-2022,2022-03-13,Liam Kumar,Consumer,South,Furniture,Bookcases,O'Sullivan Bookcase Deluxe,381.4,2.0,0.3,1.22
1517,US-2023-102223,10/21/2023,22/10/2023,Liam Johnson,Corporate,West,Office Supplies,Envelopes,Kraft Clasp Envelope Standard,26.38,2.0,0.0,16.4
1518,US-2022-100449,27/06/2022,30-Jun-2022,Amit Patel,Home Office,East,Technology,Machines,Cubify 3D Printer Deluxe,331.93,1.0,0.1,59.84
1519,US-2023-102638,2023-09-07,"September 12, 2023",Hannah Nair,Consumer,South,Technology,Accessories,Belkin Cable Standard,92.04,3.0,0.1,42.25
1520,US-2021-102027,"July 04, 2021",07/07/2021,Mateo Martinez,Consumer,South,Furniture,Chairs,Global Deluxe Chair Standard,494.87,2.0,0.0,165.19
1521,US-2022-100848,01/16/2022,18/01/2022,Isabella Wright,Home Office,East,Office Supplies,Storage,IRIS Storage Box Classic,85.98,1.0,0.1,28.68
1522,US-2024-101727,11/04/2024,16-Apr-2024,Carlos Anderson,Corporate,West,Office Supplies,Binders,Acco Binder Deluxe,85.99,4.0,0.0,49.7
1523,US-2022-100122,06/05/2022,13-May-2022,Hannah Kumar,Consumer,Central,Office Supplies,Art,Newell Scissors Deluxe,6.49,1.0,0.6,-0.16
1524,US-2024-102461,07/12/2024,17/07/2024,Chloe Thomas,Home Office,East,Office Supplies,Supplies,Elmer's Glue Pack Standard,55.19,2.0,0.0,29.83
1525,US-2023-103173,26/06/2023,28-Jun-2023,Yusuf Martinez,Consumer,East,Office Supplies,Appliances,Honeywell Fan Value,212.74,2.0,0.15,58.98
1526,US-2021-101973,07/15/2021,22/07/2021,Sofia Smith,Consumer,Central,Furniture,Bookcases,Sauder Bookcase Pro,269.98,1.0,0.0,69.95
1527,US-2022-101607,2022-05-30,"June 03, 2022",Ravi Martinez,Consumer,West,Office Supplies,Appliances,Hoover Vacuum Pro,630.17,4.0,0.0,258.83
1528,US-2024-101333,20/01/2024,25-Jan-2024,Sofia Clark,Corporate,East,Furniture,Furnishings,Eldon Desk Lamp Value,29.45,2.0,0.7,-21.75
1529,US-2022-101187,"September 30, 2022",10/07/2022,Kavya Young,Home Office,Central,Office Supplies,Binders,Acco Binder Classic,20.01,1.0,0.0,11.29
1530,US-2021-101933,31-Jul-2021,2021-08-03,Wei Wright,Consumer,Central,Technology,Accessories,Logitech Mouse Classic,37.59,1.0,0.2,14.17
1531,US-2021-100114,06/14/2021,18/06/2021,Daniel Johnson,Home Office,South,Office Supplies,Art,Prismacolor Pencils Pro,9.19,1.0,0.3,3.92
1532,US-2021-103123,11/24/2021,28/11/2021,Kenji Davis,Corporate,East,Office Supplies,Storage,SAFCO Storage Bin Standard,399.31,3.0,0.0,176.58
1533,US-2023-103273,2023-08-03,"August 06, 2023",Priya Johnson,Corporate,Central,Furniture,Tables,Chromcraft Round Table Pro,724.95,2.0,0.0,179.89
1534,US-2024-100895,18-Dec-2024,2024-12-21,Grace King,Home Office,East,Technology,Accessories,SanDisk USB Drive Classic,21.71,1.0,0.5,0.64
1535,US-2021-102888,03/10/2021,13/03/2021,Amit Davis,Corporate,West,Furniture,Tables,Bretford Conference Table Pro,63.77,2.0,0.3,-5.04
1536,US-2021-102459,28-Oct-2021,2021-10-31,Amit Smith,Consumer,East,Office Supplies,Labels,Avery Label Set Classic,20.11,2.0,0.0,13.29
1537,US-2021-100630,11/27/2021,03/12/2021,Grace Clark,Consumer,West,Office Supplies,Binders,Wilson Jones Binder Value,33.41,2.0,0.0,20.21
1538,US-2021-102652,11/12/2021,19/11/2021,Kenji Rodriguez,Corporate,South,Furniture,Tables,Bevis Table Value,303.36,1.0,0.2,10.54
1539,US-2021-100529,15-Jun-2021,2021-06-19,Priya Thomas,Home Office,East,Furniture,Chairs,Global Deluxe Chair Standard,318.35,2.0,0.3,23.82
1540,US-2021-103083,12/18/2021,25/12/2021,Sofia Chen,Consumer,Central,Office Supplies,Appliances,Hoover Vacuum Value,81.1,,0.3,11.12
1541,US-2023-103214,2023-08-10,"August 14, 2023",Laura Smith,Consumer,West,Office Supplies,Paper,Xerox Multipurpose Paper Classic,46.22,3.0,0.0,30.09
1542,US-2023-101892,"September 06, 2023",09/10/2023,Arjun Walker,Consumer,West,Office Supplies,Appliances,Honeywell Fan Standard,,4.0,0.15,149.19
1543,US-2021-100335,"June 02, 2021",06/07/2021,Zoe Johnson,Consumer,West,Office Supplies,Storage,SAFCO Storage Bin Deluxe,197.0,2.0,0.15,57.58
1544,US-2022-102305,15/01/2022,18-Jan-2022,Grace King,Home Office,West,Office Supplies,Appliances,Avanti Refrigerator Standard,132.5,1.0,0.2,33.23
1545,US-2021-102030,11/24/2021,29/11/2021,Laura Garcia,Corporate,East,Furniture,Chairs,Global Deluxe Chair Standard,955.83,4.0,0.0,323.09
1546,US-2022-102962,29/10/2022,02-Nov-2022,Hannah Smith,Consumer,East,Furniture,Furnishings,Tenex Chairmat Classic,103.22,2.0,0.1,40.58
1547,US-2023-101774,23/08/2023,29-Aug-2023,Mia Lee,Corporate,West,Furniture,Furnishings,Fellowes Wall Clock Deluxe,129.4,2.0,0.0,58.63
1548,US-2022-100081,01/06/2022,07-Jun-2022,Zoe Chen,Consumer,East,Office Supplies,Fasteners,ACCO Fasteners Value,6.64,2.0,0.4,3.36
1549,US-2022-102345,"April 08, 2022",04/14/2022,Daniel Garcia,Corporate,Central,Furniture,Furnishings,Eldon Desk Lamp Standard,91.79,3.0,0.3,23.22
1550,US-2023-102263,28-Aug-2023,2023-08-30,Grace Johnson,Consumer,Central,Furniture,Chairs,Global Deluxe Chair Standard,444.99,3.0,0.1,103.52
1551,US-2024-100687,25/12/2024,29-Dec-2024,Arjun Wright,Consumer,West,Office Supplies,Art,Sharpie Marker Set Classic,28.88,2.0,0.0,17.15
1552,US-2023-101406,2023-10-02,"October 07, 2023",Carlos Kumar,Corporate,Central,Technology,Accessories,Logitech Mouse Pro,161.03,3.0,0.0,80.85
1553,US-2023-101337,05/15/2023,18/05/2023,Wei Young,Corporate,West,Furniture,Tables,Chromcraft Round Table Classic,462.13,1.0,0.0,129.26
1554,US-2021-102405,12/11/2021,15-Nov-2021,Yusuf Rodriguez,Corporate,Central,Furniture,Bookcases,Sauder Bookcase Deluxe,334.19,1.0,0.1,76.32
1555,US-2023-100268,"August 29, 2023",09/05/2023,Lucas Rodriguez,Consumer,East,Furniture,Chairs,Harbour Creations Chair Value,185.72,1.0,0.1,49.07
1556,US-2024-102953,13-Sep-2024,2024-09-16,Nina King,Corporate,East,Office Supplies,Storage,Fellowes File Cart Classic,421.64,4.0,0.0,177.06
1557,US-2024-101660,25/09/2024,29-Sep-2024,Liam Wright,Corporate,South,Office Supplies,Binders,Wilson Jones Binder Classic,77.01,5.0,0.1,44.08
1558,US-2023-102809,"April 22, 2023",04/26/2023,Omar Thomas,Consumer,Central,Office Supplies,Fasteners,Bostitch Staples Deluxe,13.97,4.0,0.4,7.42
1559,US-2021-100347,20/04/2021,24-Apr-2021,Ananya Clark,Corporate,West,Office Supplies,Art,Sharpie Marker Set Standard,46.78,3.0,0.2,21.85
1560,US-2023-101654,02/20/2023,26/02/2023,Nina Chen,Consumer,South,Furniture,Bookcases,Sauder Bookcase Value,1479.51,6.0,0.2,181.25
1561,US-2023-100260,2023-10-19,"October 22, 2023",Laura Anderson,Consumer,East,Furniture,Furnishings,Fellowes Wall Clock Classic,118.37,4.0,0.4,6.2
1562,US-2023-101438,09/05/2023,07/09/2023,Mateo Lee,Consumer,West,Technology,Accessories,Belkin Cable Classic,24.87,1.0,0.1,11.64
1563,US-2023-102331,"May 21, 2023",05/24/2023,Arjun Wilson,Consumer,Central,Furniture,Chairs,Harbour Creations Chair Classic,138.71,1.0,0.0,46.12
1564,US-2021-100301,"June 17, 2021",06/19/2021,Lucas Rodriguez,Consumer,South,Office Supplies,Supplies,Elmer's Glue Pack Standard,110.15,4.0,0.15,48.78
1565,US-2024-103013,2024-05-15,"May 17, 2024",Sofia Clark,Consumer,Central,Office Supplies,Storage,IRIS Storage Box Classic,47.56,1.0,0.6,
1566,US-2024-101352,25/07/2024,29-Jul-2024,Amit Chen,Consumer,Central,Office Supplies,Envelopes,Kraft Clasp Envelope Pro,19.06,2.0,0.15,9.8
1567,US-2021-102882,02/26/2021,02/03/2021,Liam Martinez,Corporate,West,Office Supplies,Labels,Sharpie Label Tape Pro,16.86,2.0,0.3,9.37
1568,US-2023-102183,2023-02-07,"February 11, 2023",Emma Lee,Consumer,West,Office Supplies,Fasteners,Bostitch Staples Deluxe,22.44,3.0,0.2,14.69
1569,US-2021-101414,02/19/2021,23/02/2021,Emma Clark,Consumer,East,Technology,Accessories,Logitech Mouse Classic,103.36,2.0,0.2,39.98
1570,US-2022-101889,2022-02-26,"March 05, 2022",Nina Lee,Consumer,East,Office Supplies,Supplies,Stanley Hole Punch Deluxe,37.87,1.0,0.0,20.97
1571,US-2022-100702,05/07/2022,10-Jul-2022,Isabella Brown,Corporate,South,Office Supplies,Appliances,Hoover Vacuum Deluxe,206.56,1.0,0.15,64.27
1572,US-2022-102632,09/24/2022,27/09/2022,Nina Thomas,Corporate,West,Furniture,Chairs,Hon Task Chair Value,895.83,5.0,0.0,284.07
1573,US-2022-100261,05/09/2022,11/05/2022,Noah King,Consumer,West,Office Supplies,Labels,Avery Label Set Standard,34.32,4.0,0.1,20.93
1574,US-2022-102840,"May 30, 2022",06/04/2022,Kavya Chen,Consumer,West,Furniture,Chairs,Harbour Creations Chair Standard,62.86,1.0,0.1,14.54
1575,US-2021-102486,16/01/2021,20-Jan-2021,Noah Anderson,Home Office,West,Office Supplies,Appliances,Hoover Vacuum Classic,525.96,4.0,0.2,144.45
1576,US-2021-102908,11/12/2021,15/11/2021,Omar Nair,Consumer,South,Office Supplies,Binders,GBC Binding System Value,52.76,2.0,0.0,32.96
1577,US-2023-102235,13-Feb-2023,2023-02-17,Mateo Rodriguez,Consumer,East,Office Supplies,Envelopes,Poly String Envelope Deluxe,14.72,1.0,0.0,8.51
1578,US-2021-102462,"November 04, 2021",11/07/2021,Carlos Chen,Consumer,South,Technology,Machines,Cubify 3D Printer Value,1559.56,3.0,0.3,
1579,US-2021-101527,10/10/2021,12-Oct-2021,Kavya Rodriguez,Home Office,West,Office Supplies,Appliances,Hoover Vacuum Pro,284.74,4.0,0.5,-44.27
1580,US-2022-101850,09-Feb-2022,2022-02-12,Ananya Young,Consumer,Central,Office Supplies,Envelopes,Poly String Envelope Value,23.67,2.0,0.2,12.04
1581,US-2022-100754,"April 24, 2022",04/29/2022,Noah Martinez,Home Office,West,Furniture,Bookcases,O'Sullivan Bookcase Standard,1204.21,5.0,0.2,143.53
1582,US-2023-103155,02/28/2023,03/03/2023,Maria Johnson,Consumer,West,Office Supplies,Fasteners,ACCO Fasteners Standard,8.53,3.0,0.4,4.58
1583,US-2021-100598,18/02/2021,19-Feb-2021,Ethan Thomas,Home Office,East,Office Supplies,Storage,Fellowes File Cart Standard,215.62,2.0,0.1,76.56
1584,US-2022-102020,2022-03-21,"March 24, 2022",Mateo Young,Corporate,West,Office Supplies,Binders,Wilson Jones Binder Classic,51.44,4.0,0.15,28.85
1585,US-2024-103323,"April 04, 2024",04/11/2024,Kenji Garcia,Home Office,Central,Furniture,Bookcases,Bush Classic Bookcase Standard,269.78,1.0,0.0,62.69
1586,US-2024-101509,07/03/2024,10-Mar-2024,Chloe Martinez,Home Office,Central,Technology,Phones,Samsung Galaxy Dock Deluxe,533.58,2.0,0.0,147.82
